Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
14,Wednesday,1,work_flow_1,File_8,0.0,0
3,Monday,9,work_flow_4,File_26,0.118351656792,1
12,Thursday,5,work_flow_1,File_8,0.0,0
4,Tuesday,5,work_flow_0,File_5,0.0398816312371,1
4,Sunday,13,work_flow_0,File_1,0.0798687262674,1
7,Wednesday,9,work_flow_0,File_5,0.0932700802956,1
8,Monday,1,work_flow_3,File_22,0.0,0
10,Wednesday,17,work_flow_3,File_19,0.00379367811317,1
14,Thursday,17,work_flow_3,File_20,0.0175869114279,1
15,Sunday,17,work_flow_1,File_8,0.0,0
4,Saturday,13,work_flow_3,File_18,0.0,0
8,Tuesday,13,work_flow_3,File_19,0.0,0
7,Friday,21,work_flow_2,File_16,0.0741887518324,2
10,Tuesday,17,work_flow_3,File_20,0.0,0
1,Saturday,13,work_flow_0,File_4,0.0804067458803,1
13,Tuesday,21,work_flow_3,File_22,0.0,0
4,Tuesday,17,work_flow_1,File_7,0.0,0
4,Saturday,1,work_flow_3,File_22,0.0,0
3,Friday,17,work_flow_4,File_26,0.0777458117384,2
10,Thursday,17,work_flow_1,File_7,0.0,0
7,Saturday,13,work_flow_3,File_22,0.00373122825512,1
5,Tuesday,17,work_flow_2,File_12,0.00275014502035,1
4,Friday,13,work_flow_1,File_8,0.0204820684378,1
8,Saturday,13,work_flow_1,File_9,0.0,0
14,Thursday,21,work_flow_4,File_26,0.0707154707777,1
3,Tuesday,13,work_flow_0,File_1,0.160677980426,4
2,Monday,17,work_flow_2,File_13,0.0,0
6,Saturday,5,work_flow_4,File_25,0.180641399163,1
12,Wednesday,13,work_flow_2,File_17,0.0,0
5,Monday,21,work_flow_1,File_10,0.31682144841,2
4,Sunday,1,work_flow_2,File_13,0.0,0
9,Tuesday,1,work_flow_3,File_19,0.0,0
15,Thursday,17,work_flow_4,File_25,0.0747672476549,1
6,Thursday,1,work_flow_0,File_5,0.0694393196781,1
5,Sunday,9,work_flow_4,File_28,0.497492056968,2
15,Tuesday,1,work_flow_2,File_16,0.0,0
4,Thursday,5,work_flow_3,File_19,0.00804962172804,1
5,Monday,13,work_flow_2,File_16,0.0,0
3,Wednesday,21,work_flow_3,File_19,0.0,0
14,Saturday,13,work_flow_0,File_0,0.0801739268293,1
13,Wednesday,5,work_flow_3,File_20,0.0,0
1,Friday,5,work_flow_3,File_22,0.0064483544249,1
14,Tuesday,21,work_flow_2,File_13,0.0,0
4,Tuesday,17,work_flow_4,File_24,0.0732290317519,2
15,Tuesday,21,work_flow_0,File_3,0.29923541536,3
14,Thursday,1,work_flow_1,File_7,0.0,0
7,Wednesday,9,work_flow_0,File_2,0.0973788396815,1
7,Sunday,21,work_flow_4,File_24,0.199484291445,2
7,Sunday,9,work_flow_0,File_2,0.0340931367555,1
12,Saturday,9,work_flow_4,File_28,0.498652542319,2
6,Saturday,13,work_flow_4,File_27,0.331515435551,2
3,Wednesday,21,work_flow_4,File_24,0.0763092423323,1
15,Wednesday,9,work_flow_0,File_5,0.096527373692,1
11,Sunday,5,work_flow_0,File_1,0.016566647716,1
12,Tuesday,17,work_flow_2,File_14,0.00299118317608,1
13,Saturday,21,work_flow_3,File_19,0.0,0
12,Wednesday,13,work_flow_2,File_14,0.0,0
14,Wednesday,13,work_flow_4,File_25,0.0936704563432,1
15,Saturday,1,work_flow_2,File_12,0.0,0
8,Tuesday,13,work_flow_0,File_3,0.158849642096,4
11,Tuesday,13,work_flow_3,File_20,0.0,0
9,Tuesday,21,work_flow_4,File_29,0.0716016122379,2
7,Wednesday,9,work_flow_2,File_12,0.0,0
3,Saturday,21,work_flow_3,File_23,0.000951352485847,1
2,Sunday,9,work_flow_0,File_3,0.03317078259,1
4,Saturday,21,work_flow_1,File_7,0.0,0
14,Thursday,17,work_flow_1,File_7,0.0,0
12,Friday,13,work_flow_1,File_10,0.0,0
6,Thursday,21,work_flow_3,File_18,0.00793409070373,1
12,Wednesday,9,work_flow_4,File_26,0.117104337078,1
1,Saturday,21,work_flow_2,File_13,0.00214612823062,1
7,Wednesday,1,work_flow_4,File_24,0.0738627650042,1
5,Tuesday,21,work_flow_0,File_4,0.299618268745,3
15,Wednesday,1,work_flow_1,File_6,0.0,0
5,Friday,9,work_flow_1,File_6,0.0,0
13,Thursday,21,work_flow_0,File_4,0.139579970761,2
2,Thursday,13,work_flow_1,File_11,0.0,0
10,Monday,21,work_flow_4,File_26,0.0739321929149,1
2,Monday,5,work_flow_2,File_15,0.0,0
2,Wednesday,9,work_flow_4,File_24,0.115190733251,1
6,Wednesday,21,work_flow_2,File_12,0.0,0
12,Wednesday,21,work_flow_3,File_18,0.0017949316651,1
14,Saturday,13,work_flow_2,File_14,0.0,0
6,Friday,5,work_flow_0,File_5,0.0748195846372,2
11,Saturday,9,work_flow_0,File_4,0.0339125350832,1
12,Wednesday,13,work_flow_3,File_18,0.00340119858428,1
8,Friday,9,work_flow_0,File_5,0.0902910601649,2
8,Wednesday,5,work_flow_4,File_24,0.0759340522747,1
15,Saturday,9,work_flow_0,File_3,0.033327283252,1
10,Friday,5,work_flow_4,File_24,0.0707547615482,2
4,Sunday,13,work_flow_0,File_5,0.0810581597621,1
14,Tuesday,13,work_flow_4,File_29,0.083237798889,2
13,Monday,13,work_flow_4,File_26,0.0973913774225,1
11,Wednesday,17,work_flow_0,File_5,0.158104390116,1
7,Tuesday,21,work_flow_4,File_25,0.0714867605612,2
13,Monday,9,work_flow_4,File_25,0.120413620132,1
1,Friday,21,work_flow_3,File_23,0.0063449766087,1
5,Saturday,13,work_flow_1,File_11,0.0,0
7,Saturday,17,work_flow_4,File_25,0.200320019926,2
3,Friday,1,work_flow_3,File_20,0.00819980022898,1
1,Wednesday,13,work_flow_1,File_11,0.0,0
9,Saturday,1,work_flow_1,File_10,0.0,0
10,Sunday,13,work_flow_3,File_18,0.00282325662022,1
2,Saturday,1,work_flow_0,File_4,0.0632560496469,1
13,Friday,9,work_flow_1,File_8,0.0,0
12,Wednesday,1,work_flow_4,File_26,0.0726257361104,1
6,Saturday,17,work_flow_0,File_0,0.079859524078,1
5,Tuesday,21,work_flow_4,File_24,0.0714936348424,2
11,Sunday,5,work_flow_4,File_24,0.177553019972,1
2,Thursday,1,work_flow_4,File_27,0.0721283352929,1
9,Friday,13,work_flow_0,File_5,0.160233154542,3
1,Saturday,5,work_flow_2,File_16,0.0,0
12,Thursday,17,work_flow_2,File_17,0.153204854757,2
6,Saturday,1,work_flow_0,File_0,0.0404819988322,1
4,Saturday,5,work_flow_2,File_16,0.0,0
4,Monday,5,work_flow_2,File_15,0.00251985773806,1
10,Friday,9,work_flow_3,File_20,0.0192178398079,1
8,Wednesday,5,work_flow_2,File_17,0.0,0
5,Thursday,9,work_flow_4,File_25,0.113544178233,1
6,Wednesday,5,work_flow_0,File_2,0.0720778431554,1
6,Friday,21,work_flow_1,File_10,0.0,0
6,Tuesday,13,work_flow_3,File_20,0.003046965314,1
4,Friday,9,work_flow_0,File_3,0.0894645859593,2
3,Friday,17,work_flow_3,File_18,0.0,0
11,Friday,17,work_flow_0,File_5,0.160770624824,3
6,Thursday,21,work_flow_3,File_21,0.00783363044649,1
10,Sunday,1,work_flow_3,File_21,0.0,0
10,Thursday,13,work_flow_2,File_15,0.0554460332798,1
1,Saturday,5,work_flow_4,File_27,0.191906943793,1
2,Wednesday,21,work_flow_2,File_17,0.0,0
11,Wednesday,1,work_flow_3,File_20,0.0,0
7,Monday,5,work_flow_4,File_27,0.0696899357287,1
10,Friday,17,work_flow_2,File_12,0.139503699378,3
3,Wednesday,9,work_flow_4,File_26,0.116286112297,1
5,Saturday,17,work_flow_0,File_5,0.0798023901339,1
7,Wednesday,1,work_flow_1,File_10,0.0,0
6,Sunday,9,work_flow_1,File_11,0.0,0
10,Saturday,5,work_flow_2,File_14,0.00238857682138,1
8,Saturday,17,work_flow_4,File_29,0.160940491094,1
6,Thursday,17,work_flow_1,File_6,0.0,0
12,Saturday,9,work_flow_4,File_24,0.5017472653,2
4,Thursday,13,work_flow_4,File_24,0.0820198420041,1
2,Monday,1,work_flow_0,File_1,0.0293618139692,1
7,Wednesday,17,work_flow_2,File_12,0.0,0
14,Tuesday,9,work_flow_4,File_26,0.113118444754,3
4,Wednesday,21,work_flow_1,File_11,0.0,0
4,Sunday,13,work_flow_4,File_28,0.341321976618,2
15,Friday,13,work_flow_1,File_11,0.0305064869764,1
12,Wednesday,17,work_flow_2,File_16,0.00251011994826,1
4,Sunday,5,work_flow_2,File_14,0.0,0
3,Friday,13,work_flow_4,File_24,0.0924611480734,3
10,Sunday,1,work_flow_4,File_29,0.201848298326,2
2,Thursday,17,work_flow_4,File_29,0.0721423181248,1
9,Wednesday,9,work_flow_2,File_13,0.0,0
1,Sunday,21,work_flow_0,File_2,0.0632660826925,1
12,Sunday,17,work_flow_3,File_19,0.0,0
12,Wednesday,1,work_flow_0,File_3,0.0764228936647,1
5,Wednesday,5,work_flow_2,File_17,0.0,0
2,Monday,13,work_flow_2,File_12,0.0,0
13,Thursday,13,work_flow_3,File_20,0.0181076364476,1
8,Saturday,21,work_flow_4,File_26,0.178907019296,1
1,Monday,21,work_flow_3,File_20,0.0,0
10,Tuesday,21,work_flow_4,File_28,0.0716016122379,2
15,Sunday,5,work_flow_0,File_1,0.0195811751669,1
15,Thursday,5,work_flow_1,File_6,0.0,0
4,Friday,5,work_flow_4,File_28,0.0744659301835,2
10,Wednesday,21,work_flow_2,File_12,0.0,0
6,Saturday,9,work_flow_1,File_6,0.0,0
4,Tuesday,13,work_flow_1,File_11,0.046223695278,2
13,Thursday,5,work_flow_3,File_22,0.00762183902411,1
2,Sunday,5,work_flow_2,File_14,0.0,0
2,Wednesday,17,work_flow_1,File_11,0.0,0
7,Monday,13,work_flow_0,File_2,0.161240508952,2
7,Friday,13,work_flow_0,File_4,0.159992262401,3
1,Wednesday,21,work_flow_2,File_17,0.0,0
6,Friday,13,work_flow_1,File_7,0.0235248169947,1
11,Saturday,21,work_flow_0,File_2,0.0662487773914,1
2,Friday,17,work_flow_1,File_10,0.0,0
10,Monday,9,work_flow_1,File_11,0.1587564275,2
9,Thursday,21,work_flow_4,File_25,0.0713084250758,1
9,Monday,21,work_flow_4,File_24,0.0700007563429,1
13,Wednesday,9,work_flow_1,File_9,0.0,0
3,Thursday,1,work_flow_2,File_12,0.0184065820501,1
9,Wednesday,5,work_flow_4,File_25,0.0693291652211,1
4,Wednesday,21,work_flow_2,File_12,0.0,0
9,Monday,5,work_flow_2,File_16,0.0,0
11,Tuesday,5,work_flow_3,File_22,0.0,0
3,Friday,21,work_flow_4,File_25,0.076397949314,2
10,Friday,5,work_flow_2,File_12,0.069063116724,2
2,Wednesday,17,work_flow_1,File_6,0.0,0
2,Saturday,1,work_flow_2,File_13,0.0,0
14,Friday,5,work_flow_3,File_18,0.00732919178453,1
6,Sunday,5,work_flow_1,File_11,0.0,0
12,Friday,9,work_flow_0,File_2,0.0999513495927,3
13,Friday,13,work_flow_3,File_18,0.0198216716403,1
9,Thursday,21,work_flow_2,File_16,0.0960353648045,1
4,Tuesday,21,work_flow_3,File_20,0.00216775807445,1
14,Saturday,21,work_flow_1,File_10,0.0,0
4,Thursday,1,work_flow_3,File_20,0.0,0
2,Tuesday,21,work_flow_3,File_20,0.0,0
2,Tuesday,1,work_flow_2,File_12,0.0,0
9,Thursday,5,work_flow_4,File_24,0.073080276005,1
4,Tuesday,13,work_flow_3,File_19,0.0,0
9,Friday,5,work_flow_0,File_0,0.0714662601727,2
8,Thursday,9,work_flow_0,File_1,0.0965397694114,1
15,Friday,1,work_flow_4,File_27,0.0751877913617,2
12,Saturday,13,work_flow_2,File_16,0.00270664043892,1
15,Monday,21,work_flow_3,File_18,0.0,0
5,Monday,5,work_flow_1,File_10,0.159834839841,2
14,Thursday,17,work_flow_0,File_2,0.160118989176,2
2,Thursday,13,work_flow_3,File_22,0.0189863214637,1
11,Thursday,1,work_flow_2,File_14,0.0,0
13,Wednesday,5,work_flow_4,File_28,0.0698421331343,1
14,Sunday,1,work_flow_0,File_4,0.020141195067,1
2,Wednesday,21,work_flow_0,File_3,0.139295954566,1
8,Wednesday,13,work_flow_1,File_6,0.0261901087043,1
14,Saturday,1,work_flow_2,File_15,0.0,0
2,Saturday,9,work_flow_2,File_14,0.00198648640157,1
3,Friday,17,work_flow_1,File_11,0.0,0
9,Friday,17,work_flow_3,File_20,0.0217928353466,1
14,Tuesday,21,work_flow_1,File_9,0.0,0
2,Saturday,1,work_flow_4,File_24,0.0947764619255,1
15,Thursday,5,work_flow_2,File_13,0.0553895098265,1
1,Monday,1,work_flow_2,File_13,0.0,0
2,Wednesday,5,work_flow_4,File_28,0.0740895192866,1
7,Thursday,9,work_flow_1,File_8,0.0,0
7,Wednesday,5,work_flow_2,File_17,0.0,0
11,Thursday,21,work_flow_3,File_23,0.0,0
12,Monday,1,work_flow_0,File_1,0.0328804992582,1
3,Sunday,5,work_flow_3,File_23,0.00319774702219,1
3,Friday,17,work_flow_2,File_14,0.1399883911,3
14,Tuesday,5,work_flow_3,File_23,0.0,0
8,Saturday,21,work_flow_4,File_27,0.20103804099,2
10,Sunday,17,work_flow_2,File_16,0.0,0
9,Saturday,1,work_flow_4,File_28,0.105176378166,1
9,Saturday,1,work_flow_4,File_29,0.106990882812,1
6,Friday,9,work_flow_2,File_12,0.0550136754218,2
3,Saturday,1,work_flow_0,File_4,0.0612637113071,1
12,Sunday,21,work_flow_1,File_10,0.0,0
5,Thursday,1,work_flow_4,File_26,0.0702094438595,1
2,Wednesday,5,work_flow_0,File_3,0.0725628069373,1
6,Sunday,1,work_flow_4,File_28,0.152895324438,1
11,Wednesday,5,work_flow_0,File_1,0.0738506594199,1
5,Tuesday,17,work_flow_2,File_13,0.0,0
11,Friday,17,work_flow_3,File_19,0.0212627794399,1
15,Friday,13,work_flow_3,File_19,0.0188682551227,1
1,Saturday,1,work_flow_2,File_17,0.0,0
15,Saturday,21,work_flow_3,File_19,0.0,0
9,Saturday,21,work_flow_4,File_26,0.178132859062,1
2,Tuesday,1,work_flow_2,File_16,0.0,0
12,Thursday,5,work_flow_0,File_4,0.0749412785079,1
12,Saturday,17,work_flow_4,File_25,0.200008375261,2
6,Saturday,5,work_flow_1,File_8,0.0,0
12,Monday,9,work_flow_4,File_25,0.117094966964,1
10,Thursday,13,work_flow_0,File_5,0.160504241779,2
9,Friday,13,work_flow_3,File_21,0.021864510917,1
13,Saturday,17,work_flow_3,File_22,0.0,0
14,Tuesday,9,work_flow_1,File_10,0.0,0
3,Tuesday,17,work_flow_3,File_21,0.00239097382568,1
7,Thursday,17,work_flow_4,File_28,0.0748078581779,1
11,Saturday,17,work_flow_3,File_22,0.00271096710515,1
8,Sunday,1,work_flow_2,File_12,0.0,0
11,Saturday,13,work_flow_3,File_20,0.0,0
9,Thursday,17,work_flow_2,File_13,0.16608620466,2
1,Tuesday,17,work_flow_1,File_7,0.0,0
9,Thursday,9,work_flow_1,File_10,0.0,0
2,Tuesday,9,work_flow_0,File_3,0.100310149778,3
9,Saturday,13,work_flow_1,File_7,0.0,0
5,Sunday,9,work_flow_3,File_18,0.0,0
10,Friday,9,work_flow_0,File_0,0.0998982236545,3
2,Sunday,13,work_flow_3,File_18,0.0,0
1,Friday,5,work_flow_4,File_29,0.0736426122439,2
13,Friday,5,work_flow_3,File_22,0.0,0
9,Wednesday,5,work_flow_1,File_7,0.0,0
6,Friday,17,work_flow_2,File_14,0.138917397078,3
13,Tuesday,5,work_flow_3,File_22,0.00220198775593,1
14,Friday,5,work_flow_3,File_19,0.0,0
11,Thursday,21,work_flow_1,File_9,0.0,0
14,Wednesday,5,work_flow_1,File_6,0.0,0
13,Sunday,17,work_flow_4,File_29,0.200174925001,2
9,Monday,5,work_flow_1,File_8,0.153539076466,1
7,Sunday,21,work_flow_0,File_5,0.0605770837754,1
9,Saturday,9,work_flow_4,File_27,0.497445827546,2
10,Tuesday,17,work_flow_3,File_22,0.00370470003826,1
14,Thursday,21,work_flow_2,File_16,0.151006022796,2
15,Friday,1,work_flow_2,File_13,0.0466424025606,1
14,Wednesday,5,work_flow_0,File_2,0.0772075903474,1
10,Sunday,5,work_flow_3,File_19,0.0,0
10,Saturday,5,work_flow_3,File_18,0.0,0
13,Wednesday,21,work_flow_2,File_13,0.0,0
7,Saturday,13,work_flow_0,File_4,0.0792197991694,1
4,Tuesday,9,work_flow_0,File_5,0.100206030427,3
2,Monday,5,work_flow_0,File_4,0.0783078381364,1
6,Friday,13,work_flow_2,File_15,0.0605231024683,2
13,Sunday,17,work_flow_0,File_5,0.0797221561972,1
5,Sunday,17,work_flow_4,File_24,0.168266571369,1
5,Thursday,17,work_flow_3,File_20,0.0,0
8,Saturday,17,work_flow_2,File_17,0.0,0
15,Monday,13,work_flow_1,File_9,0.998745428252,4
2,Sunday,9,work_flow_2,File_12,0.0,0
12,Monday,21,work_flow_4,File_26,0.0743364042371,1
6,Wednesday,5,work_flow_0,File_1,0.0739547622013,1
5,Thursday,13,work_flow_3,File_23,0.0205065952056,1
8,Thursday,21,work_flow_0,File_1,0.13982862758,2
5,Thursday,9,work_flow_0,File_1,0.0958088742211,1
7,Monday,17,work_flow_3,File_19,0.00303298380526,1
13,Wednesday,13,work_flow_2,File_12,0.0,0
8,Friday,21,work_flow_3,File_20,0.0,0
12,Sunday,17,work_flow_1,File_10,0.0,0
11,Friday,21,work_flow_4,File_24,0.0725833538669,2
10,Tuesday,17,work_flow_4,File_27,0.0745895078684,2
7,Wednesday,13,work_flow_0,File_3,0.159031201499,1
1,Monday,17,work_flow_4,File_29,0.0764906909213,1
15,Saturday,13,work_flow_3,File_18,0.00231408781361,1
14,Sunday,9,work_flow_2,File_16,0.00234310929822,1
11,Friday,21,work_flow_3,File_22,0.00622623515803,1
15,Sunday,9,work_flow_4,File_28,0.486934077104,2
15,Monday,13,work_flow_3,File_21,0.00277586293442,1
10,Sunday,13,work_flow_1,File_11,0.0,0
1,Monday,13,work_flow_2,File_17,0.0,0
13,Monday,21,work_flow_1,File_7,0.326027616861,2
4,Tuesday,1,work_flow_1,File_11,0.118603634496,4
15,Tuesday,13,work_flow_0,File_5,0.159485880684,4
7,Wednesday,21,work_flow_2,File_13,0.0,0
1,Friday,5,work_flow_2,File_16,0.0,0
3,Wednesday,5,work_flow_1,File_7,0.0,0
15,Monday,17,work_flow_3,File_21,0.0,0
5,Sunday,21,work_flow_3,File_21,0.0,0
7,Friday,1,work_flow_0,File_0,0.0752939162819,2
14,Tuesday,1,work_flow_4,File_25,0.0539143932727,2
15,Thursday,17,work_flow_4,File_29,0.0667736228533,1
1,Tuesday,21,work_flow_4,File_28,0.0769218214611,2
3,Monday,21,work_flow_2,File_16,0.0,0
12,Saturday,13,work_flow_2,File_15,0.0,0
8,Tuesday,21,work_flow_4,File_28,0.0721216081031,2
3,Saturday,5,work_flow_2,File_17,0.0,0
2,Friday,5,work_flow_4,File_25,0.0740106324859,2
3,Friday,9,work_flow_4,File_25,0.119811711243,3
6,Wednesday,9,work_flow_1,File_9,0.0,0
2,Thursday,5,work_flow_3,File_19,0.00682621471973,1
5,Tuesday,21,work_flow_4,File_26,0.0715238351497,2
14,Monday,5,work_flow_1,File_9,0.159405858488,1
6,Sunday,5,work_flow_3,File_22,0.0,0
4,Monday,9,work_flow_2,File_14,0.0,0
14,Thursday,17,work_flow_4,File_27,0.0684525046763,1
3,Saturday,17,work_flow_4,File_28,0.164427706478,1
11,Thursday,5,work_flow_1,File_6,0.0,0
14,Monday,17,work_flow_2,File_13,0.00386123490469,1
14,Monday,5,work_flow_3,File_22,0.0,0
7,Sunday,1,work_flow_1,File_10,0.0,0
4,Thursday,9,work_flow_2,File_16,0.0559055054204,1
6,Monday,9,work_flow_3,File_23,0.00233553752332,1
10,Thursday,17,work_flow_4,File_25,0.0624923965218,1
2,Friday,13,work_flow_3,File_22,0.0392704666017,2
12,Monday,9,work_flow_4,File_28,0.117606407474,1
15,Sunday,9,work_flow_2,File_16,0.0,0
12,Sunday,21,work_flow_2,File_14,0.00212520721299,1
3,Wednesday,13,work_flow_3,File_18,0.0,0
7,Tuesday,1,work_flow_2,File_16,0.0,0
10,Saturday,13,work_flow_3,File_21,0.0,0
13,Friday,9,work_flow_2,File_15,0.0,0
6,Saturday,17,work_flow_2,File_17,0.0,0
1,Sunday,9,work_flow_0,File_1,0.034475731773,1
1,Thursday,13,work_flow_2,File_17,0.0577286987096,1
8,Wednesday,21,work_flow_1,File_11,0.0,0
1,Sunday,13,work_flow_2,File_13,0.0,0
12,Monday,1,work_flow_3,File_18,0.0,0
4,Wednesday,17,work_flow_4,File_26,0.0722873401401,1
12,Friday,5,work_flow_1,File_8,0.0,0
5,Thursday,21,work_flow_3,File_21,0.00734798312813,1
15,Sunday,21,work_flow_1,File_8,0.0,0
11,Friday,21,work_flow_3,File_23,0.00742160626221,1
6,Sunday,9,work_flow_1,File_8,0.0,0
13,Monday,9,work_flow_0,File_4,0.0966156494736,1
6,Wednesday,21,work_flow_3,File_20,0.0,0
10,Thursday,17,work_flow_1,File_10,0.0,0
10,Sunday,1,work_flow_0,File_4,0.0194703466574,1
12,Monday,13,work_flow_0,File_2,0.160196091288,2
10,Sunday,1,work_flow_1,File_10,0.0,0
7,Wednesday,1,work_flow_1,File_9,0.0,0
10,Friday,21,work_flow_4,File_28,0.0739343055682,2
2,Friday,1,work_flow_3,File_20,0.0,0
3,Friday,1,work_flow_2,File_15,0.0396714195338,1
15,Monday,9,work_flow_3,File_22,0.00249700134731,1
11,Wednesday,1,work_flow_4,File_26,0.0716170181148,1
15,Sunday,9,work_flow_1,File_8,0.0,0
5,Wednesday,13,work_flow_0,File_3,0.159547729307,2
4,Tuesday,21,work_flow_1,File_6,0.0,0
5,Thursday,1,work_flow_3,File_19,0.0,0
15,Monday,17,work_flow_4,File_27,0.0713985217205,1
5,Friday,9,work_flow_3,File_19,0.0180468696012,1
13,Tuesday,21,work_flow_4,File_29,0.0716462753434,2
7,Monday,1,work_flow_4,File_26,0.170221364062,2
7,Monday,13,work_flow_1,File_8,1.00091020976,4
3,Monday,9,work_flow_4,File_29,0.119148948366,1
8,Friday,17,work_flow_0,File_0,0.160062400441,3
5,Saturday,1,work_flow_0,File_3,0.0629895269036,1
9,Sunday,5,work_flow_3,File_19,0.0,0
11,Wednesday,17,work_flow_4,File_24,0.0712141199287,1
12,Tuesday,17,work_flow_1,File_7,0.0,0
6,Sunday,5,work_flow_1,File_6,0.0,0
8,Friday,9,work_flow_4,File_26,0.119052010732,3
13,Thursday,5,work_flow_3,File_19,0.0,0
3,Thursday,1,work_flow_2,File_17,0.0,0
14,Friday,21,work_flow_4,File_29,0.0739201688016,2
3,Thursday,17,work_flow_2,File_16,0.158712951853,2
9,Saturday,9,work_flow_0,File_5,0.0343388439352,1
13,Wednesday,17,work_flow_3,File_21,0.0,0
7,Friday,5,work_flow_1,File_8,0.0,0
12,Friday,17,work_flow_0,File_2,0.159885069986,3
4,Wednesday,13,work_flow_4,File_29,0.0953251539508,1
2,Wednesday,21,work_flow_0,File_2,0.139646709986,1
1,Tuesday,1,work_flow_3,File_23,0.0,0
1,Saturday,1,work_flow_0,File_3,0.058201307855,1
4,Wednesday,17,work_flow_0,File_5,0.160486344653,1
8,Monday,17,work_flow_4,File_24,0.0722682512486,1
11,Sunday,13,work_flow_3,File_20,0.0,0
15,Wednesday,1,work_flow_2,File_17,0.00204610949909,1
11,Sunday,13,work_flow_2,File_17,0.0,0
8,Friday,1,work_flow_2,File_14,0.115750588886,3
4,Wednesday,17,work_flow_1,File_10,0.0,0
9,Saturday,5,work_flow_2,File_12,0.0,0
7,Friday,21,work_flow_3,File_19,0.00838671151459,1
13,Friday,1,work_flow_1,File_8,0.0,0
8,Tuesday,21,work_flow_1,File_10,0.0,0
7,Wednesday,17,work_flow_2,File_13,0.00213641480253,1
14,Tuesday,21,work_flow_2,File_14,0.0,0
10,Saturday,9,work_flow_1,File_9,0.0,0
9,Saturday,13,work_flow_3,File_18,0.0,0
1,Wednesday,1,work_flow_0,File_2,0.0750772409975,1
4,Wednesday,1,work_flow_2,File_17,0.0,0
7,Tuesday,13,work_flow_2,File_12,0.0,0
1,Thursday,5,work_flow_4,File_25,0.0756167821898,1
4,Wednesday,5,work_flow_3,File_21,0.0,0
6,Sunday,17,work_flow_2,File_14,0.0,0
2,Tuesday,9,work_flow_4,File_29,0.1204480312,3
11,Sunday,1,work_flow_2,File_12,0.0,0
8,Tuesday,1,work_flow_3,File_21,0.0,0
5,Thursday,13,work_flow_2,File_17,0.0537345386094,1
4,Wednesday,9,work_flow_0,File_0,0.0912494986477,1
14,Saturday,21,work_flow_1,File_6,0.0,0
15,Tuesday,21,work_flow_2,File_15,0.00319033393686,1
7,Sunday,17,work_flow_0,File_2,0.0797995105861,1
8,Wednesday,1,work_flow_1,File_10,0.0,0
14,Friday,17,work_flow_3,File_18,0.0195057139674,1
1,Saturday,1,work_flow_4,File_25,0.0855315486609,1
13,Tuesday,5,work_flow_2,File_15,0.0,0
7,Tuesday,21,work_flow_2,File_15,0.0,0
14,Saturday,5,work_flow_0,File_4,0.0165652808785,1
3,Friday,21,work_flow_3,File_22,0.0,0
12,Wednesday,17,work_flow_1,File_10,0.0,0
14,Thursday,21,work_flow_3,File_22,0.00572082781899,1
5,Tuesday,1,work_flow_3,File_22,0.00199747025019,1
4,Sunday,21,work_flow_3,File_18,0.0,0
5,Sunday,1,work_flow_4,File_26,0.165836831874,1
4,Wednesday,13,work_flow_2,File_16,0.0,0
7,Wednesday,5,work_flow_4,File_26,0.0741967098188,1
4,Saturday,13,work_flow_4,File_27,0.332199527208,2
5,Sunday,5,work_flow_0,File_5,0.0179330556657,1
5,Saturday,5,work_flow_3,File_19,0.00315423822299,1
9,Wednesday,21,work_flow_2,File_12,0.0,0
4,Monday,5,work_flow_4,File_25,0.0638243927549,1
12,Tuesday,21,work_flow_0,File_0,0.299164192697,3
2,Sunday,1,work_flow_3,File_22,0.0,0
13,Tuesday,13,work_flow_2,File_15,0.0,0
7,Thursday,13,work_flow_0,File_5,0.160564110797,2
3,Friday,17,work_flow_0,File_0,0.160199988785,3
3,Monday,13,work_flow_0,File_0,0.159760982027,2
10,Sunday,17,work_flow_1,File_11,0.0,0
1,Wednesday,1,work_flow_1,File_11,0.0,0
15,Thursday,21,work_flow_2,File_15,0.0891758591791,1
13,Monday,17,work_flow_2,File_17,0.0,0
15,Sunday,1,work_flow_4,File_28,0.183383759631,1
13,Sunday,21,work_flow_3,File_20,0.00138134987788,1
15,Wednesday,13,work_flow_0,File_5,0.160171132191,2
12,Monday,5,work_flow_3,File_21,0.00288543882831,1
5,Saturday,5,work_flow_1,File_11,0.0,0
7,Saturday,5,work_flow_0,File_1,0.0192562828735,1
14,Saturday,17,work_flow_0,File_2,0.0802947170186,1
11,Saturday,1,work_flow_4,File_27,0.106371777714,1
15,Friday,9,work_flow_3,File_23,0.0227768272469,1
9,Monday,5,work_flow_3,File_19,0.0,0
13,Thursday,21,work_flow_2,File_13,0.0872461727465,1
5,Friday,9,work_flow_2,File_16,0.0610584415817,2
12,Saturday,5,work_flow_0,File_0,0.018770784669,1
10,Saturday,5,work_flow_3,File_23,0.00302796486384,1
4,Tuesday,1,work_flow_1,File_8,0.11667953463,4
4,Tuesday,21,work_flow_2,File_14,0.0,0
11,Saturday,9,work_flow_4,File_25,0.494657108272,2
12,Sunday,17,work_flow_2,File_12,0.0,0
6,Wednesday,5,work_flow_2,File_16,0.0,0
10,Tuesday,9,work_flow_1,File_11,0.0,0
11,Thursday,13,work_flow_0,File_4,0.159536503094,2
